primary_hgnc_id	secondary_hgnc_id	primary_symbol	secondary_symbol
HGNC:20789	NA	ATG4D	APG4D
HGNC:589	NA	ATG5	APG5L
HGNC:16935	NA	ATG7	APG7L
HGNC:22408	NA	ATG9A	APG9L1
HGNC:21899	NA	ATG9B	NOS3AS
HGNC:20315	NA	ATG10	APG10L
HGNC:588	NA	ATG12	APG12L
HGNC:21466	NA	ATG12P1	ATG12P
HGNC:29091	NA	ATG13	KIAA0652
HGNC:19962	NA	ATG14	KIAA0831
HGNC:21498	NA	ATG16L1	APG16L
HGNC:21498	NA	ATG16L1	ATG16L
HGNC:25679	NA	ATG101	C12orf44
HGNC:11231	NA	ATL1	SPG3
HGNC:11231	NA	ATL1	SPG3A
HGNC:24047	NA	ATL2	ARL6IP2
HGNC:795	NA	ATM	ATD
HGNC:3033	NA	ATN1	D12S755E
HGNC:3033	NA	ATN1	DRPLA
HGNC:25609	NA	ATOSA	KIAA1370
HGNC:25609	NA	ATOSA	FAM214A
HGNC:25666	NA	ATOSB	KIAA1539
HGNC:25666	NA	ATOSB	FAM214B
HGNC:54597	NA	ATOSBP1	FAM214BP1
HGNC:28262	NA	ATP1A1-AS1	C1orf203
HGNC:28262	NA	ATP1A1-AS1	ATP1A1OS
HGNC:804	NA	ATP1B1	ATP1B
HGNC:809	NA	ATP1B1P1	ATP1BL1
HGNC:811	NA	ATP2A1	ATP2A
HGNC:812	NA	ATP2A2	ATP2B
HGNC:27883	NA	ATP2B1-AS1	LINC00936
HGNC:816	NA	ATP2B3	CLA2
HGNC:817	NA	ATP2B4	ATP2B2
HGNC:823	NA	ATP5F1A	ATP5A1
HGNC:827	NA	ATP5F1AP1	ATP5AP1
HGNC:827	NA	ATP5F1AP1	ATP5AL1
HGNC:827	NA	ATP5F1AP1	ATP5A1P1
HGNC:828	NA	ATP5F1AP2	ATP5AP2
HGNC:828	NA	ATP5F1AP2	ATP5A1P2
HGNC:829	NA	ATP5F1AP3	ATP5AP3
HGNC:829	NA	ATP5F1AP3	ATP5A1P3
HGNC:23563	NA	ATP5F1AP4	ATP5AP4
HGNC:23563	NA	ATP5F1AP4	ATP5A1P4
HGNC:37665	NA	ATP5F1AP7	ATP5A1P7
HGNC:37666	NA	ATP5F1AP8	ATP5A1P8
HGNC:37668	NA	ATP5F1AP10	ATP5A1P10
HGNC:830	NA	ATP5F1B	ATP5B
HGNC:831	NA	ATP5F1BP1	ATP5BL1
HGNC:831	NA	ATP5F1BP1	ATP5BP1
HGNC:833	NA	ATP5F1C	ATP5C
HGNC:833	NA	ATP5F1C	ATP5C1
HGNC:834	NA	ATP5F1CP1	ATP5C2
HGNC:834	NA	ATP5F1CP1	ATP5C1P1
HGNC:837	NA	ATP5F1D	ATP5D
HGNC:838	NA	ATP5F1E	ATP5E
HGNC:839	NA	ATP5F1EP1	ATP5EP1
HGNC:34026	NA	ATP5F1EP2	ATP5EP2
HGNC:871	NA	ATP5IF1	ATPIF1
HGNC:841	NA	ATP5MC1	ATP5G
HGNC:841	NA	ATP5MC1	ATP5G1
HGNC:19815	NA	ATP5MC1P1	ATP5GP3
HGNC:19815	NA	ATP5MC1P1	ATP5G1P1
HGNC:19817	NA	ATP5MC1P2	ATP5GP4
HGNC:19817	NA	ATP5MC1P2	ATP5G1P2
HGNC:39506	NA	ATP5MC1P3	ATP5G1P3
HGNC:39507	NA	ATP5MC1P4	ATP5G1P4
HGNC:39508	NA	ATP5MC1P5	ATP5G1P5
HGNC:39509	NA	ATP5MC1P6	ATP5G1P6
HGNC:39510	NA	ATP5MC1P7	ATP5G1P7
HGNC:39511	NA	ATP5MC1P8	ATP5G1P8
HGNC:842	NA	ATP5MC2	ATP5G2
HGNC:844	NA	ATP5MC2P1	ATP5GP1
HGNC:844	NA	ATP5MC2P1	ATP5G2P1
HGNC:19672	NA	ATP5MC2P2	ATP5GP2
HGNC:19672	NA	ATP5MC2P2	ATP5G2P2
HGNC:42187	NA	ATP5MC2P3	ATP5G2P3
HGNC:42188	NA	ATP5MC2P4	ATP5G2P4
HGNC:843	NA	ATP5MC3	ATP5G3
HGNC:846	NA	ATP5ME	ATP5I
HGNC:848	NA	ATP5MF	ATP5J2
HGNC:38844	NA	ATP5MF-PTCD1	ATP5J2-PTCD1
HGNC:849	NA	ATP5MFP1	ATP5J2LP
HGNC:21540	NA	ATP5MFP2	ATP5J2P2
HGNC:21286	NA	ATP5MFP3	ATP5J2P3
HGNC:32451	NA	ATP5MFP4	ATP5J2P4
HGNC:33611	NA	ATP5MFP5	ATP5J2P5
HGNC:33612	NA	ATP5MFP6	ATP5J2P6
HGNC:14247	NA	ATP5MG	ATP5L
HGNC:13213	NA	ATP5MGL	ATP5K2
HGNC:13213	NA	ATP5MGL	ATP5L2
HGNC:13214	NA	ATP5MGP1	ATP5KP1
HGNC:13214	NA	ATP5MGP1	ATP5LP1
HGNC:13215	NA	ATP5MGP2	ATP5KP2
HGNC:13215	NA	ATP5MGP2	ATP5LP2
HGNC:13216	NA	ATP5MGP3	ATP5KP3
HGNC:13216	NA	ATP5MGP3	ATP5LP3
HGNC:38165	NA	ATP5MGP4	ATP5LP4
HGNC:38167	NA	ATP5MGP5	ATP5LP5
HGNC:38168	NA	ATP5MGP6	ATP5LP6
HGNC:38169	NA	ATP5MGP7	ATP5LP7
HGNC:38170	NA	ATP5MGP8	ATP5LP8
HGNC:1188	NA	ATP5MJ	C14orf2
HGNC:1188	NA	ATP5MJ	ATP5MPL
HGNC:30889	NA	ATP5MK	USMG5
HGNC:30889	NA	ATP5MK	ATP5MD
HGNC:31716	NA	ATP5MKP1	USMG5P1
HGNC:31716	NA	ATP5MKP1	ATP5MDP1
HGNC:840	NA	ATP5PB	ATP5F1
HGNC:39742	NA	ATP5PBP1	ATP5F1P1
HGNC:39743	NA	ATP5PBP2	ATP5F1P2
HGNC:39744	NA	ATP5PBP3	ATP5F1P3
HGNC:39745	NA	ATP5PBP4	ATP5F1P4
HGNC:39746	NA	ATP5PBP5	ATP5F1P5
HGNC:39747	NA	ATP5PBP6	ATP5F1P6
HGNC:39748	NA	ATP5PBP7	ATP5F1P7
HGNC:845	NA	ATP5PD	ATP5H
HGNC:31021	NA	ATP5PDP1	ATP5HP1
HGNC:49624	NA	ATP5PDP2	ATP5HP2
HGNC:49625	NA	ATP5PDP3	ATP5HP3
HGNC:49626	NA	ATP5PDP4	ATP5HP4
HGNC:847	NA	ATP5PF	ATPM
HGNC:847	NA	ATP5PF	ATP5J
HGNC:23933	NA	ATP5PFP1	ATP5JP1
HGNC:850	NA	ATP5PO	ATP5O
HGNC:868	NA	ATP6AP1	ATP6S1
HGNC:868	NA	ATP6AP1	ATP6IP1
HGNC:18305	NA	ATP6AP2	ATP6IP2
HGNC:851	NA	ATP6V1A	VPP2
HGNC:851	NA	ATP6V1A	ATP6A1
HGNC:851	NA	ATP6V1A	ATP6V1A1
HGNC:853	NA	ATP6V1B1	VPP3
HGNC:853	NA	ATP6V1B1	ATP6B1
HGNC:854	NA	ATP6V1B2	VPP3
HGNC:854	NA	ATP6V1B2	ATP6B2
HGNC:856	NA	ATP6V1C1	ATP6D
HGNC:856	NA	ATP6V1C1	ATP6C
HGNC:13527	NA	ATP6V1D	ATP6M
HGNC:857	NA	ATP6V1E1	ATP6E
HGNC:857	NA	ATP6V1E1	ATP6V1E
HGNC:859	NA	ATP6V1E1P1	ATP6EP1
HGNC:859	NA	ATP6V1E1P1	ATP6V1EP1
HGNC:860	NA	ATP6V1E1P2	ATP6EP2
HGNC:860	NA	ATP6V1E1P2	ATP6V1EP2
HGNC:858	NA	ATP6V1E1P3	ATP6EL1
HGNC:858	NA	ATP6V1E1P3	ATP6V1EL1
HGNC:18125	NA	ATP6V1E2	ATP6EL2
HGNC:18125	NA	ATP6V1E2	ATP6V1EL2
HGNC:864	NA	ATP6V1G1	ATP6J
HGNC:864	NA	ATP6V1G1	ATP6G1
HGNC:19816	NA	ATP6V1G1P1	ATP6V1GP1
HGNC:29359	NA	ATP6V1G1P2	ATP6V1GP2
HGNC:862	NA	ATP6V1G2	ATP6G
HGNC:862	NA	ATP6V1G2	ATP6G2
HGNC:865	NA	ATP6V0A1	ATP6N1
HGNC:865	NA	ATP6V0A1	ATP6N1A
HGNC:866	NA	ATP6V0A4	ATP6N1B
HGNC:861	NA	ATP6V0B	ATP6F
HGNC:855	NA	ATP6V0C	ATP6C
HGNC:855	NA	ATP6V0C	ATP6L
HGNC:31323	NA	ATP6V0CP1	ATCD1
HGNC:13724	NA	ATP6V0D1	ATP6D
HGNC:18266	NA	ATP6V0D2	ATP6D2
HGNC:863	NA	ATP6V0E1	ATP6H
HGNC:863	NA	ATP6V0E1	ATP6V0E
HGNC:21723	NA	ATP6V0E2	C7orf32
HGNC:21723	NA	ATP6V0E2	ATP6V0E2L
HGNC:33793	NA	ATP11AUN	C13orf35
HGNC:24215	NA	ATP13A1	ATP13A
HGNC:48570	NA	ATP13A3-DT	LINC00884
HGNC:29452	NA	ATP23	XRCC6BP1
HGNC:27029	NA	ATPSCKMT	FAM173B
HGNC:24090	NA	ATRAID	C2orf28
HGNC:10548	NA	ATXN1	SCA1
HGNC:10555	NA	ATXN2	SCA2
HGNC:7106	NA	ATXN3	MJD
HGNC:10560	NA	ATXN7	SCA7
HGNC:10561	NA	ATXN8OS	SCA8
HGNC:10561	NA	ATXN8OS	KLHL1AS
HGNC:10549	NA	ATXN10	SCA10
HGNC:28363	NA	AUNIP	C1orf135
HGNC:11393	NA	AURKA	STK15
HGNC:18611	NA	AURKAP1	AURKAPS1
HGNC:18612	NA	AURKAP2	AURKAPS2
HGNC:11390	NA	AURKB	STK12
HGNC:18613	NA	AURKBP1	AURKBPS1
HGNC:11391	NA	AURKC	STK13
HGNC:28994	NA	AVL9	KIAA0241
HGNC:894	NA	AVP	ARVP
HGNC:895	NA	AVPR1A	AVPR1
HGNC:23252	NA	AWAT1	DGAT2L3
HGNC:23251	NA	AWAT2	DGAT2L4
HGNC:26564	NA	AXDND1	C1orf125
HGNC:16432	NA	AZIN1	OAZIN
HGNC:29957	NA	AZIN2	ADC
HGNC:918	NA	B3GALNT1	B3GALT3
HGNC:16424	NA	B3GALT5-AS1	C21orf88
HGNC:53652	NA	B3GALT9	B3GNT10
HGNC:35243	NA	B3GAT3P1	B3GAT3P
HGNC:20207	NA	B3GLCT	B3GALTL
HGNC:15629	NA	B3GNT2	B3GNT1
HGNC:13528	NA	B3GNT3	TMEM3
HGNC:24139	NA	B3GNT8	B3GALT7
HGNC:4117	NA	B4GALNT1	GALGT
HGNC:24136	NA	B4GALNT2	GALGT2
HGNC:15685	NA	B4GAT1	B3GNT6
HGNC:15685	NA	B4GAT1	B3GNT1
HGNC:28595	NA	BAALC-AS2	C8orf56
HGNC:28595	NA	BAALC-AS2	BAALCOS
HGNC:25008	NA	BABAM1	C19orf62
HGNC:1106	NA	BABAM2	BRE
HGNC:44171	NA	BABAM2-AS1	BRE-AS1
HGNC:933	NA	BACE1	BACE
HGNC:37125	NA	BACE1-AS	BACE1AS
HGNC:16024	NA	BACE2-IT1	C21orf75
HGNC:16024	NA	BACE2-IT1	NCRNA00228
HGNC:16455	NA	BACH1-IT3	C21orf8
HGNC:13919	NA	BAG6	BAT3
HGNC:44342	NA	BAIAP2-DT	BAIAP2-AS1
HGNC:996	NA	BAK1P1	BCL2L7P1
HGNC:997	NA	BAK1P2	BCL2L7P2
HGNC:23426	NA	BANF1P2	BANF1L1
HGNC:16172	NA	BANF2	C20orf179
HGNC:50673	NA	BARX1-DT	BARX1-AS1
HGNC:28093	NA	BBIP1	NCRNA00081
HGNC:17823	NA	BBLN	C9orf16
HGNC:19855	NA	BBOF1	C14orf45
HGNC:19855	NA	BBOF1	CCDC176
HGNC:964	NA	BBOX1	BBOX
HGNC:26291	NA	BBS10	C12orf58
HGNC:26648	NA	BBS12	C4orf24
HGNC:6722	NA	BCAM	LU
HGNC:976	NA	BCAT1	BCT1
HGNC:977	NA	BCAT2	BCT2
HGNC:991	NA	BCL2A1	HBPA1
HGNC:998	NA	BCL3	D19S37
HGNC:13222	NA	BCL11B	ZNF856B
HGNC:27413	NA	BCLAF3	CXorf23
HGNC:13815	NA	BCO1	BCDO
HGNC:13815	NA	BCO1	BCDO1
HGNC:13815	NA	BCO1	BCMO1
HGNC:18503	NA	BCO2	BCDO2
HGNC:23953	NA	BCORP1	BCORL2
HGNC:1014	NA	BCR	D22S11
HGNC:1014	NA	BCR	BCR1
HGNC:1015	NA	BCRP2	BCR2
HGNC:1015	NA	BCRP2	BCRL2
HGNC:1016	NA	BCRP3	BCR3
HGNC:1016	NA	BCRP3	BCRL3
HGNC:1017	NA	BCRP4	BCR4
HGNC:1017	NA	BCRP4	BCRL4
HGNC:1018	NA	BCRP5	BCRL5
HGNC:1027	NA	BDH1	BDH
HGNC:21476	NA	BDH2P1	DHRS6P1
HGNC:20608	NA	BDNF-AS	BDNFOS
HGNC:13652	NA	BDP1	TAF3B1
HGNC:38606	NA	BECN2	BECN1P1
HGNC:28509	NA	BEND2	CXorf20
HGNC:23040	NA	BEND3	KIAA1553
HGNC:23815	NA	BEND4	CCDC4
HGNC:25668	NA	BEND5	C1orf165
HGNC:20871	NA	BEND6	C6orf65
HGNC:23514	NA	BEND7	C10orf30
HGNC:12703	NA	BEST1	VMD2
HGNC:17107	NA	BEST2	VMD2L1
HGNC:17105	NA	BEST3	VMD2L3
HGNC:17106	NA	BEST4	VMD2L2
HGNC:13388	NA	BEX3	NGFRAP1
HGNC:25475	NA	BEX4	BEXL1
HGNC:27990	NA	BEX5	NGFRAP1L1
HGNC:22265	NA	BHLHA15	BHLHB8
HGNC:11963	NA	BHLHE22	TNRC20
HGNC:11963	NA	BHLHE22	BHLHB5
HGNC:16093	NA	BHLHE23	BHLHB4
HGNC:1046	NA	BHLHE40	STRA13
HGNC:1046	NA	BHLHE40	BHLHB2
HGNC:16617	NA	BHLHE41	BHLHB3
HGNC:28095	NA	BICDL1	CCDC64
HGNC:33584	NA	BICDL2	CCDC64B
HGNC:18289	NA	BICDL3P	WBSCR26
HGNC:18289	NA	BICDL3P	LINC00035
HGNC:18289	NA	BICDL3P	ABHD11-AS1
HGNC:4332	NA	BICRA	GLTSCR1
HGNC:51588	NA	BICRA-AS1	GLTSCR1-AS1
HGNC:21111	NA	BICRAL	KIAA0240
HGNC:21111	NA	BICRAL	GLTSCR1L
HGNC:4200	NA	BLOC1S1	GCN5L1
HGNC:24206	NA	BLOC1S4	CNO
HGNC:18561	NA	BLOC1S5	MUTED
HGNC:42001	NA	BLOC1S5-TXNDC5	MUTED-TXNDC5
HGNC:8549	NA	BLOC1S6	PA
HGNC:8549	NA	BLOC1S6	PLDN
HGNC:26953	NA	BLTP1	KIAA1109
HGNC:28960	NA	BLTP2	KIAA0100
HGNC:21216	NA	BLTP3A	C6orf107
HGNC:21216	NA	BLTP3A	UHRF1BP1
HGNC:29102	NA	BLTP3B	UHRF1BP1L
HGNC:55473	NA	BLTP3B-DT	UHRF1BP1L-DT
HGNC:701	NA	BMAL1	ARNTL
HGNC:18984	NA	BMAL2	ARNTL2
HGNC:49892	NA	BMAL2-AS1	ARNTL2-AS1
HGNC:19213	NA	BMERB1	C16orf45
HGNC:1066	NA	BMI1	PCGF4
HGNC:1069	NA	BMP2	BMP2A
HGNC:1071	NA	BMP4	BMP2B
HGNC:1075	NA	BMP8B	BMP8
HGNC:1076	NA	BMPR1A	ACVRLK3
HGNC:21742	NA	BMPR1AP1	BMPR1APS1
HGNC:21743	NA	BMPR1AP2	BMPR1APS2
HGNC:50864	NA	BMPR1B-DT	BMPR1B-AS1
HGNC:23505	NA	BMS1	BMS1L
HGNC:23649	NA	BMS1P1	BMS1LP1
HGNC:23649	NA	BMS1P1	BMS1LP5
HGNC:23650	NA	BMS1P2	BMS1LP2
HGNC:23650	NA	BMS1P2	BMS1LP6
HGNC:23651	NA	BMS1P3	BMS1LP3
HGNC:23652	NA	BMS1P4	BMS1LP4
HGNC:23655	NA	BMS1P7	BMS1LP7
HGNC:19436	NA	BMS1P18	C14orf17
HGNC:19436	NA	BMS1P18	LINC00516
HGNC:26475	NA	BMT2	C7orf60
HGNC:1081	NA	BNC1	BNC
HGNC:19922	NA	BNIP3P1	BNIP3P
HGNC:33769	NA	BNIP5	C6orf222
HGNC:25114	NA	BOD1	FAM44B
HGNC:31792	NA	BOD1L1	FAM44A
HGNC:31792	NA	BOD1L1	BOD1L
HGNC:28505	NA	BOD1L2	FAM44C
HGNC:28505	NA	BOD1L2	BOD1P
HGNC:35125	NA	BOK-AS1	BOKAS
HGNC:42922	NA	BOLA3-DT	BOLA3-AS1
HGNC:24724	NA	BORA	C13orf34
HGNC:17950	NA	BORCS5	LOH12CR1
HGNC:25939	NA	BORCS6	C17orf59
HGNC:23516	NA	BORCS7	C10orf32
HGNC:49183	NA	BORCS7-ASMT	C10orf32-ASMT
HGNC:37247	NA	BORCS8	MEF2BNB
HGNC:39979	NA	BORCS8-MEF2B	MEF2BNB-MEF2B
HGNC:49883	NA	BORCS8P1	MEF2BNBP1
HGNC:15749	NA	BPIFA1	PLUNC
HGNC:16203	NA	BPIFA2	C20orf70
HGNC:16204	NA	BPIFA3	C20orf71
HGNC:16108	NA	BPIFB1	C20orf114
HGNC:16177	NA	BPIFB2	C20orf184
HGNC:16177	NA	BPIFB2	BPIL1
HGNC:16178	NA	BPIFB3	C20orf185
HGNC:16179	NA	BPIFB4	C20orf186
HGNC:16504	NA	BPIFB6	BPIL3
HGNC:16109	NA	BPIFB9P	C20orf115
HGNC:16503	NA	BPIFC	BPIL2
HGNC:26019	NA	BPNT2	IMPAD1
HGNC:54752	NA	BPNT2P1	BPNT2P
HGNC:3581	NA	BPTF	FALZ
HGNC:13508	NA	BPY2	VCY2
HGNC:18615	NA	BRAFP1	BRAFPS2
HGNC:21701	NA	BRAT1	C7orf27
HGNC:21701	NA	BRAT1	BAAT1
HGNC:1101	NA	BRCA2	FANCD
HGNC:24185	NA	BRCC3	CXorf53
HGNC:24742	NA	BRD3OS	NCRNA00094
HGNC:24742	NA	BRD3OS	LINC00094
HGNC:19923	NA	BRD7P1	BRD7P
HGNC:11551	NA	BRF1	TAF3B2
HGNC:28309	NA	BRICD5	C16orf79
HGNC:2687	NA	BRINP1	DBC1
HGNC:13746	NA	BRINP2	FAM5B
HGNC:22393	NA	BRINP3	FAM5C
HGNC:50577	NA	BRINP3-DT	LINC01351
HGNC:24170	NA	BRIX1	BXDC2
HGNC:23057	NA	BRK1	C3orf10
HGNC:28153	NA	BRME1	C19orf57
HGNC:20512	NA	BRMS1L	BRMS1
HGNC:26512	NA	BROX	C1orf58
HGNC:11405	NA	BRSK2	STK29
HGNC:12760	NA	BRWD1	WDR9
HGNC:16423	NA	BRWD1-AS2	C21orf87
HGNC:16423	NA	BRWD1-AS2	NCRNA00257
HGNC:16423	NA	BRWD1-AS2	BRWD1-IT2
HGNC:42445	NA	BSN-DT	BSN-AS2
HGNC:26340	NA	BTBD16	C10orf87
HGNC:1126	NA	BTF3P11	BTF3L1
HGNC:1127	NA	BTF3P12	BTF3L2
HGNC:1128	NA	BTF3P13	BTF3L3
HGNC:49452	NA	BTG2-DT	LINC01136
HGNC:13229	NA	BTN2A3P	BTN2A3
HGNC:42540	NA	BTNL10P	BTNL10
HGNC:52935	NA	BTNL12P	LRRC58-DT
HGNC:16405	NA	BUD23	WBSCR22
HGNC:29629	NA	BUD31	G10
HGNC:21223	NA	BVES-AS1	C6orf112
HGNC:33954	NA	BZW1P2	BZW1L1
HGNC:1244	NA	C1QBPP1	C1QBPP
HGNC:1245	NA	C1QC	C1QG
HGNC:32308	NA	C1QTNF12	C1QDC2
HGNC:32308	NA	C1QTNF12	FAM132A
HGNC:1266	NA	C2CD2	C21orf25
HGNC:29000	NA	C2CD2L	TMEM24
HGNC:33627	NA	C2CD4A	FAM148A
HGNC:33628	NA	C2CD4B	FAM148B
HGNC:29417	NA	C2CD4C	KIAA1957
HGNC:29417	NA	C2CD4C	FAM148C
HGNC:29062	NA	C2CD5	KIAA0528
HGNC:14438	NA	C2CD6	ALS2CR11
HGNC:25077	NA	C2orf27A	C2orf27
HGNC:49272	NA	C2orf92	LINC01125
HGNC:44570	NA	C3orf86P	LINC00694
HGNC:44570	NA	C3orf86P	C3orf86
HGNC:1325	NA	C4BPA	C4BP
HGNC:1326	NA	C4BPAP1	C4BPAL1
HGNC:1327	NA	C4BPAP2	C4BPAL2
HGNC:1328	NA	C4BPB	C4BP
HGNC:1338	NA	C5AR1	C5R1
HGNC:4527	NA	C5AR2	GPR77
HGNC:28716	NA	C10orf67	C10orf115
HGNC:45238	NA	C10orf95-AS1	RPARP-AS1
HGNC:48677	NA	C10orf143	LINC00959
HGNC:49544	NA	C11orf97	LINC01171
HGNC:51238	NA	C11orf98	C11orf48
HGNC:42693	NA	C13orf42	LINC00371
HGNC:29667	NA	C19orf48P	C19orf48
HGNC:27655	NA	C20orf204	PRR17
HGNC:27655	NA	C20orf204	NCRNA00176
HGNC:27655	NA	C20orf204	LINC00176
HGNC:1290	NA	C21orf62-AS1	C21orf49
HGNC:16729	NA	C21orf91-OT1	NCRNA00285
HGNC:39602	NA	C21orf140	FAM243A
HGNC:26294	NA	C22orf46P	C22orf46
HGNC:1379	NA	CA5AP1	CA5P
HGNC:29544	NA	CA5BP1	CA5BL
HGNC:29544	NA	CA5BP1	CA5BP
HGNC:25834	NA	CAAP1	C9orf82
HGNC:28678	NA	CABCOCO1	C10orf107
HGNC:16143	NA	CABLES2	C20orf150
HGNC:30710	NA	CABS1	C4orf35
HGNC:31902	NA	CABYRP1	CABYRP
HGNC:1365	NA	CACFD1	C9orf7
HGNC:29314	NA	CACHD1	VWCD1
HGNC:1388	NA	CACNA1A	MHP
HGNC:1390	NA	CACNA1C	CCHL1A1
HGNC:1391	NA	CACNA1D	CCHL1A2
HGNC:1405	NA	CACNG1	CACNLG
HGNC:29938	NA	CACTIN	C19orf29
HGNC:31391	NA	CACTIN-AS1	C19orf29OS
HGNC:31391	NA	CACTIN-AS1	C19orf29-AS1
HGNC:23727	NA	CACUL1	C10orf46
HGNC:5951	NA	CADM1	IGSF4
HGNC:29849	NA	CADM2	IGSF4D
HGNC:17601	NA	CADM3	IGSF4B
HGNC:30825	NA	CADM4	IGSF4C
HGNC:21622	NA	CAGE1	CTAG3
HGNC:1434	NA	CALB1	CALB
HGNC:1437	NA	CALCA	CALC1
HGNC:1438	NA	CALCB	CALC2
HGNC:23494	NA	CALHM1	FAM26C
HGNC:23493	NA	CALHM2	FAM26B
HGNC:23458	NA	CALHM3	FAM26A
HGNC:21094	NA	CALHM4	C6orf78
HGNC:21094	NA	CALHM4	FAM26D
HGNC:21568	NA	CALHM5	C6orf188
HGNC:21568	NA	CALHM5	FAM26E
HGNC:33391	NA	CALHM6	FAM26F
HGNC:17938	NA	CALY	DRD1IP
HGNC:26276	NA	CAMKMT	C2orf34
HGNC:29188	NA	CAMSAP2	CAMSAP1L1
HGNC:29307	NA	CAMSAP3	KIAA1543
HGNC:48839	NA	CAPN10-DT	CAPN10-AS1
HGNC:11182	NA	CAPN15	SOLH
HGNC:1481	NA	CAPNS1	CAPN4
HGNC:6743	NA	CAPRIN1	M11S1
HGNC:6743	NA	CAPRIN1	GPIAP1
HGNC:21259	NA	CAPRIN2	C1QDC1
HGNC:1489	NA	CAPZA1P1	CAPZA1P
HGNC:33827	NA	CARD17P	CARD17
HGNC:28148	NA	CARD19	C9orf89
HGNC:14435	NA	CARF	ALS2CR8
HGNC:23392	NA	CARM1P1	CARM1L
HGNC:21581	NA	CARMIL1	LRRC16
HGNC:21581	NA	CARMIL1	LRRC16A
HGNC:27089	NA	CARMIL2	RLTPR
HGNC:20272	NA	CARMIL3	C14orf121
HGNC:20272	NA	CARMIL3	LRRC16B
HGNC:42872	NA	CARMN	MIR143HG
HGNC:23435	NA	CARNMT1	C9orf41
HGNC:51188	NA	CARNMT1-AS1	C9orf41-AS1
HGNC:29268	NA	CARNS1	ATPGD1
HGNC:1493	NA	CARS1	CARS
HGNC:40125	NA	CARS1-AS1	CARS-AS1
HGNC:50477	NA	CARS1P1	CARSP1
HGNC:50478	NA	CARS1P2	CARSP2
HGNC:22933	NA	CASC2	C10orf5
HGNC:28245	NA	CASC15	LINC00340
HGNC:48608	NA	CASC16	LINC00918
HGNC:49836	NA	CASC21	LINC01244
HGNC:50627	NA	CASC22	LINC01373
HGNC:1498	NA	CASKP1	CASKP
HGNC:1499	NA	CASP1	IL1BC
HGNC:53657	NA	CASP4LP	CASP17P
HGNC:19004	NA	CASP12	CASP12P1
HGNC:27290	NA	CASP16P	CASP16
HGNC:1512	NA	CASQ1	CASQ
HGNC:1514	NA	CASR	HHC
HGNC:15878	NA	CASS4	C20orf32
HGNC:34423	NA	CASTOR1	GATSL3
HGNC:37073	NA	CASTOR2	GATSL2
HGNC:29954	NA	CASTOR3P	GATS
HGNC:29954	NA	CASTOR3P	CASTOR3
HGNC:25062	NA	CATIP	C2orf62
HGNC:20500	NA	CATSPERB	C14orf161
HGNC:28598	NA	CATSPERD	TMEM146
HGNC:28491	NA	CATSPERE	C1orf101
HGNC:25243	NA	CATSPERG	C19orf15
HGNC:19231	NA	CATSPERZ	C11orf20
HGNC:19231	NA	CATSPERZ	TEX40
HGNC:9688	NA	CAVIN1	PTRF
HGNC:10690	NA	CAVIN2	SDPR
HGNC:9400	NA	CAVIN3	PRKCDBP
HGNC:33742	NA	CAVIN4	MURC
HGNC:28617	NA	CBARP	C19orf26
HGNC:1541	NA	CBL	CBL2
HGNC:4268	NA	CBLIF	GIF
HGNC:26371	NA	CBLL2	ZNF645
HGNC:16231	NA	CBLN4	CBLNL1
HGNC:1548	NA	CBR1	CBR
HGNC:21006	NA	CBX1P5	CBX9
HGNC:1307	NA	CBY1	C22orf2
HGNC:1307	NA	CBY1	PGEA1
HGNC:30720	NA	CBY2	SPERT
HGNC:31666	NA	CC2D2B	C10orf130
HGNC:23360	NA	CCAR2	KIAA1967
HGNC:18782	NA	CCDC6	D10S170
HGNC:33488	NA	CCDC9B	C15orf52
HGNC:53019	NA	CCDC13-AS2	LINC02158
HGNC:28909	NA	CCDC22	CXorf37
HGNC:21098	NA	CCDC28A	C6orf80
HGNC:51715	NA	CCDC28A-AS1	GVQW2
HGNC:28295	NA	CCDC32	C15orf57
HGNC:18111	NA	CCDC50	C3orf6
HGNC:26685	NA	CCDC71L	C7orf74
HGNC:14153	NA	CCDC78	C16orf25
HGNC:25523	NA	CCDC88A	KIAA1212
HGNC:26757	NA	CCDC88B	CCDC88
HGNC:19967	NA	CCDC88C	KIAA1509
HGNC:26295	NA	CCDC102B	C18orf14
HGNC:33459	NA	CCDC137P1	CCDC137P
HGNC:26704	NA	CCDC144BP	CCDC144B
HGNC:29073	NA	CCDC144CP	CCDC144C
HGNC:21565	NA	CCDC162P	C6orf185
HGNC:21565	NA	CCDC162P	CCDC162
HGNC:27003	NA	CCDC163	C1orf231
HGNC:27003	NA	CCDC163	CCDC163P
HGNC:21239	NA	CCDC167	C6orf129
HGNC:26851	NA	CCDC168	C13orf40
HGNC:34361	NA	CCDC169	C13orf38
HGNC:38866	NA	CCDC169-SOHLH2	C13orf38-SOHLH2
HGNC:21177	NA	CCDC170	C6orf97
HGNC:29828	NA	CCDC171	C9orf93
HGNC:30524	NA	CCDC172	C10orf96
HGNC:28033	NA	CCDC174	C3orf19
HGNC:19847	NA	CCDC175	C14orf38
HGNC:23243	NA	CCDC177	C14orf162
HGNC:29588	NA	CCDC178	C18orf34
HGNC:29303	NA	CCDC180	KIAA1529
HGNC:29303	NA	CCDC180	C9orf174
HGNC:28051	NA	CCDC181	C1orf114
